ID,SalePrice
925,125580.04651081192
438,276918.8532930439
1270,162338.85864206046
1272,132299.16163111935
215,128335.00992588466
266,226640.72852006386
2402,293082.777890707
1250,130170.86995469096
1984,117460.37629471367
1279,143377.6042415705
377,259519.40489099582
1252,119582.87527401149
2156,261946.52393038716
499,335633.47846817866
1374,124674.66508183052
2898,242522.54056697356
401,107766.64192402396
2721,155149.741873569
2078,253058.9695157369
2589,118931.67122649681
1946,223621.3590092275
1334,108530.09691245845
2781,206110.31210713953
431,391534.4097507901
576,201800.343445448
1474,212112.6839669002
2254,138527.46133543257
2155,274788.3924028258
885,82698.29639545124
643,144113.47752675798
1944,113625.15937480475
480,201141.58161972248
2845,105393.59102814522
2387,330564.9514395197
2407,233890.73405980307
2527,166865.18845685569
2514,138816.0312324513
629,156887.39262732258
80,207373.3519874402
1876,147762.1946867815
1546,119562.6952366472
2518,174015.05350564158
2347,163386.4238106187
783,244344.01822129078
1322,30172.957324358475
194,80242.52391885337
1770,295344.52807689726
2143,130576.2557599597
1229,237824.543672461
511,267208.5479029035
46,256545.4702599892
1348,161050.13566535225
2465,209168.35961326162
387,217184.96682591137
873,234782.86429975054
1918,118304.68444818404
2764,236915.8805870304
2184,110793.22231158052
934,133309.43417970728
1920,130051.16726428622
2631,155757.29715210036
1768,528410.1011871218
2040,106408.45673841023
1749,227792.080330942
834,254890.83472051064
1457,230715.89808608906
79,107344.20822003362
2302,135753.88326285494
1817,148170.50273314113
2755,249544.31518225482
359,174779.93677976698
2059,110121.65004940264
2092,237147.94310957298
2516,207010.44073676493
150,113307.00081335875
1656,145640.64965970616
83,83357.18746868413
2411,198071.4951416591
795,63619.51730612424
2312,219990.2478506461
2917,107385.61608495215
1624,187808.48659343628
2215,306569.9872400752
1211,157253.26735041515
1485,159140.90519090087
1024,185298.53122810757
570,179156.56580587174
2874,132599.2451804004
700,140686.31502703583
2756,225192.9154330918
2022,175589.7925083383
583,232892.99212574866
2392,381350.1467433567
2424,174434.04581207968
212,99185.95446408771
736,118994.93176408124
1610,178595.80278806214
890,122425.36160257088
467,178576.88520601916
578,222250.59289249434
1747,201256.4642827595
1149,150886.9596772048
2758,287507.09247744456
857,149842.94424405415
2219,291387.22531373193
733,94310.0221049086
2909,104950.68606179985
1798,233731.7893874512
235,118541.90594816116
2366,128687.99021873692
1027,128282.95163958037
1195,137977.32218801824
1303,31576.550029419217
148,191599.21844314877
608,169698.52124937688
2515,200220.94045845358
821,247990.6803729257
2500,289381.1751665411
745,93483.96980437633
741,121565.79648517232
1611,155924.67870945932
2532,121494.45431700835
1081,223373.60538196686
1692,428705.92055006727
2520,183307.0915123821
276,114718.7185695784
1992,143054.8023210062
663,26526.023629149495
418,122743.40294136919
1733,216108.15057137812
2359,151270.76230836325
253,177071.64912112686
1518,210240.97274644193
2035,144708.9597907803
2919,71128.05205281806
1540,234728.24401375832
2120,136903.06582824318
1674,164282.29264669027
256,148907.75572271176
2361,93541.53682613114
978,64446.37123253464
2280,113278.57911142176
2095,239185.41247653554
1709,328204.91448995774
2801,242158.22396705113
1246,112830.9621950629
2373,91447.44897589249
1055,307116.06117712765
2017,119674.23259964953
1099,311066.4982013905
1344,73438.28411824281
835,220056.90398884326
1117,238002.40865495507
2043,82136.90395671298
2085,126254.64682066132
410,141032.86312895038
2650,107835.97970446938
2867,169054.1994010934
1668,118445.7126496865
1161,145760.5332637352
2122,170781.6284486744
2539,152981.99850036422
1047,143489.52071046742
1445,137805.95796255622
541,132824.10946639132
569,216730.1028321134
1276,116418.29747006376
918,157136.27582832813
326,147041.97282027343
1936,123455.53650957084
895,105463.58511036413
257,144912.08011426846
1241,178992.18398520694
1545,119537.72113148918
1189,186274.62407377793
270,149649.73860730196
2066,183711.67438126297
693,95308.80049046586
1259,115515.38385161725
2916,152360.5309551107
2321,306904.1538954803
1977,94329.03981977102
1895,147500.5533208571
1240,174771.73339807324
85,162525.6933598211
1823,105071.69401779686
825,290486.8464089264
110,213889.22294473762
697,125018.47857017936
2297,126137.49463101465
1231,133168.4552267201
1355,131997.24319669622
968,323932.6310396517
584,229710.5863546979
1315,143786.91500426203
1606,129501.98263124138
206,74867.02687306493
1685,378293.1295145791
2016,127346.7617101353
869,203961.29093585507
2135,129498.01677417158
2346,184431.67625497576
2430,243207.84112682444
2198,88856.94744721099
2652,119705.9965891187
27,107915.12831310938
241,160027.22996638165
906,130854.0898432637
1506,122116.6343930362
2098,355348.46314326086
1435,222459.22113449947
2213,143851.7793859333
1274,123936.95366439989
743,14585.195836709841
1737,220608.71812072
2797,275920.1992615959
2185,50782.865640070435
58,155362.57533336946
830,202773.05307790881
808,104633.63887627979
680,144627.0954619025
1153,102581.83409463643
1291,162333.1865015214
1818,137981.29714164822
2161,205485.98379035146
1883,113502.91139477948
350,350647.93258353276
2473,170054.28046470231
295,185860.56763675305
293,192644.55799792177
859,135863.88574596567
288,55865.69922549918
1578,139336.6903166955
102,184429.78845492855
2831,164405.4696825542
1030,156010.7500055783
2551,152931.04349430648
1286,131572.14238636833
958,298429.7432440515
776,137243.00827222312
72,232549.4346344546
2263,272316.88688608736
1866,161282.632559069
2876,53818.01638251626
2146,239394.46856395353
103,170441.28155214048
1500,129813.90295447437
492,172454.40033965162
167,147234.73791921162
2597,115495.69466772329
2685,96700.41799302671
1035,157222.92548527417
1220,54577.50231041286
2602,145986.1678355035
2159,211722.91719954176
695,147469.27683887893
1109,283730.44650260883
640,181471.71722727767
1652,160069.63792425868
2090,182187.89585697153
1188,187767.3677198454
2345,231511.87425362834
1059,390404.6204574461
2751,240394.5941370357
128,230164.3117201557
1523,159764.3199581966
2925,170785.15592839452
2145,279105.79196728626
1121,225294.64945926357
566,255256.5902260372
565,261413.41493389552
1331,141217.4488391155
2928,131630.3272093884
156,127955.82520353231
797,149787.3436150718
327,80146.5773505524
2859,151288.90606691307
1453,125798.49531004521
1762,345827.5943860614
1868,212891.37548350042
1760,160508.88239215105
1113,214225.4284524226
1812,199486.66247799544
117,157006.15922415594
1142,207574.96892790904
2342,408038.5015593555
927,147424.73076873782
2478,169492.89391672975
655,67658.06483804465
2064,120262.79543299513
369,291579.160393098
2239,119559.78658332332
2732,219921.50214845611
1653,169175.7960580243
959,239261.71755737026
2395,360352.6717904851
1412,111751.31316521807
271,245179.6242872726
1484,154792.6384467376
1497,148569.8188183637
552,146978.14036926112
2,115934.06384214768
1855,305230.28114353836
4,282756.8795460505
2292,150003.48030558383
134,143812.5236617224
646,89140.26930137438
42,303210.35130734893
532,213290.68637090115
713,105153.2918950281
2561,139321.84757584325
2360,127334.52222176873
1333,122549.5132300071
1407,229152.11202083342
2892,310837.07315495797
574,206162.68012268556
1227,205219.26419794784
2591,229883.49026001204
1476,220318.90203089674
1125,245657.21964654786
1446,160943.5585189462
408,113929.29025764976
1101,298571.39553494914
2251,189486.49825974333
373,189156.0857952975
2554,136238.70292593224
2382,274677.21638979274
1985,77733.43917359377
519,245356.76288359266
1093,176219.13815486195
864,252342.5312881205
2889,141236.98239087482
2308,195888.44923250537
986,150261.61758289902
1302,136820.3004123284
585,159180.19170358882
2708,152415.37437763414
147,147098.62736032528
1441,227251.28727093252
383,192467.86770276347
285,169232.04281746736
181,101327.67811134348
358,196381.0027196076
780,181799.8157373274
258,178495.7992676625
1865,218131.5714675148
692,120829.05593157848
2902,331341.58536740346
508,237044.79348832692
2638,151507.36841033565
36,141476.44689752266
611,176921.01918924123
2281,159874.8446380671
1678,123263.5134188344
1696,452473.7566515116
1557,68256.98471070753
2180,145834.33792883658
1726,247320.00242062064
951,146539.8756722602
267,217302.9214705021
2706,133565.67246855143
2221,251126.70864308742
1357,155031.2822520917
2901,315350.1697826197
347,166808.79787244258
2164,198510.27493044507
1586,296359.766571717
360,148045.3767328962
1769,263369.95349280536
2617,159076.91129967824
1879,137585.11911238162
991,240781.5754133726
1535,132063.22310620802
1191,130519.47587172495
1579,243823.23850822652
1882,152641.56475113134
1510,126441.60891896696
2196,185069.86323965157
1845,171970.6825222937
2336,405545.5378543119
942,98599.58913762058
861,126868.8437894966
2555,106380.54650593216
1392,172875.32012053416
2099,261013.54557144392
1543,108304.3529710494
948,277319.835597852
1239,188490.80760799523
22,192609.63119575547
2796,230141.88271503634
2747,199791.24884358165
92,287930.5196894342
210,172427.85878716572
1858,207190.64433706715
2228,150169.76655817105
447,261248.68173126312
827,238716.1408474261
1649,214251.59922391945
682,156569.9082848648
2698,112958.34426905132
494,154283.5626660271
214,95410.14415213677
2441,258783.947671348
2679,119076.24141018474
1336,115759.78611627856
465,177656.09916635096
1524,155262.6798906055
2543,103657.34944952404
631,158313.51948949695
2452,311970.91396517376
228,167614.0299647488
126,188653.23542529237
1092,260700.37447610614
1122,211684.63443888316
932,222529.00732616847
1980,79603.48413083616
2171,128037.17565567036
551,163412.88017004594
2768,168719.38854162427
2056,101122.52466379767
1159,356028.9133324172
2645,112737.19921870057
1174,168492.77629950643
2266,230632.98763846012
2462,356043.4100686897
1219,144836.0007617355
2922,195701.4254823832
118,146302.53192626178
474,153736.2597739102
2576,162507.0224353233
872,286194.40319127275
1077,222384.7821936153
1536,154518.51627164314
1150,106932.83127075143
2341,355786.40722946625
1931,161538.01877297115
2785,139124.29554856438
2538,128179.51848932014
597,218647.16380311034
464,217549.60158538207
233,250927.49519967168
2169,141565.28535466728
2123,161198.08994813304
1867,174522.39040334427
137,256741.86960404686
515,241132.07902435295
933,97602.26146251091
2784,165431.72822488056
972,151136.5394705036
599,169196.4418988254
2614,129981.40307461753
2582,129233.44176939131
1409,177751.68907900256
175,111661.23656809861
352,235140.7447259344
976,92990.57704366147
2134,194698.34413991484
984,115160.34906574935
2396,346676.72373582306
1673,122681.72609403901
404,127175.9789028342
607,161070.06622485464
814,151704.9308006573
868,192561.3867410886
2271,177606.58157378944
1633,260613.5328346796
337,157433.30122984474
2765,214726.90774710535
1746,249922.2934244821
368,337701.58832185133
2806,207739.97552723548
1662,198003.5834507038
1234,229934.02844269766
1373,123807.0938106107
1672,108258.75981724335
1939,121294.38730574105
